Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_MI,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_Ent_Cd,Rndrng_Prvdr_St1,Rndrng_Prvdr_St2,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Rndrng_Prvdr_Cntry,Rndrng_Prvdr_Type,Rndrng_Prvdr_Mdcr_Prtcptg_Ind,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt,year
1407823727,Walzman,Daniel,,M.D.,I,20 Prospect Ave Ste 907,,Hackensack,NJ,34,7601,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,14,15.0,15,3532.9466667,1258.12,1006.5,920.54,2021
1417161811,Case,Daniel,,MD,I,2700 University Square Dr,Radiology Associates Of Tampa,Tampa,FL,12,33612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,12,14.0,12,13552.0,1162.59,932.84285714,833.91857143,2021
1427111681,Stiefel,Michael,F,MD,I,2001 Peachtree Rd Ne Ste 575,,Atlanta,GA,13,30309,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,20,23.0,20,4965.0,1067.3030435,856.24391304,824.98173913,2021
1427215094,Fraser,Justin,F,M.D.,I,800 Rose St,Ms 106,Lexington,KY,21,40536,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,11,12.0,12,6688.0,1064.4491667,852.74416667,882.18416667,2021
1427251230,Polifka,Adam,J,MD,I,1505 Sw Archer Rd,,Gainesville,FL,12,32610,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,13,13.0,13,6794.3076923,1094.34,875.46846154,814.32153846,2021
1437104551,Lanzino,Giuseppe,,MD,I,200 1st St Sw,,Rochester,MN,27,55905,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,15,17.0,17,1058.23,1068.7841176,857.57411765,920.53058824,2021
1437154028,Denardo,Andrew,J,MD,I,13345 Illinois St,,Carmel,IN,18,46032,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,26,31.0,26,6475.8064516,973.02903226,767.36580645,804.30645161,2021
1437294386,Dashti,Shervin,R,"M.D., PH.D.",I,210 E Gray St Ste 1105,,Louisville,KY,21,40202,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,12,14.0,13,7785.0,1067.1814286,855.57142857,854.78714286,2021
1437477387,Jaleel,Naser,,"M.D., PH.D.",I,1 Medical Centerl Dr,Dartmouth Hitchcock - Neurosurgery,Lebanon,NH,33,3756,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,14,14.0,14,12689.5,1094.4235714,877.19357143,936.97785714,2021
1447202163,Gupta,Rishi,,MD,I,61 Whitcher St Ne,Suite 3110,Marietta,GA,13,30060,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,21,26.0,22,2825.0,1080.3961538,867.01769231,832.02653846,2021
1447245022,Albuquerque,Felipe,C,MD,I,2910 N 3rd Ave,,Phoenix,AZ,04,85013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,28,31.0,29,13000.0,1091.6293548,874.94096774,860.23903226,2021
1447311618,Miller,Jeffrey,W,M.D.,I,509 Se Riverside Dr Ste 203,,Stuart,FL,12,34994,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,14,15.0,15,4140.0,1350.34,1083.64,889.85466667,2021
1447451562,Patel,Akshal,,M.D.,I,500 University Dr,H088,Hershey,PA,42,17033,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,21,23.0,23,2924.0,1228.95,986.21,926.25043478,2021
1447520325,Link,Thomas,W,"M.D., M.S.",I,525 E 68th St,Box 99,New York,NY,36,10065,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,33,39.0,34,9439.0,1442.9748718,1154.3787179,790.72025641,2021
1457512303,Lena,Jonathan,R,M.D.,I,171 Ashley Ave,,Charleston,SC,45,29425,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,27,31.0,31,8414.1290323,1112.8464516,892.75677419,920.54,2021
1457616849,Rajah,Gary,B,M.D,I,4201 Saint Antoine St,6e Drh,Detroit,MI,26,48201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,11,12.0,11,3611.0,1097.0141667,877.61333333,843.43083333,2021
1457628786,Naragum,Varun,,M.D.,I,759 Chestnut St,,Springfield,MA,25,1199,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,13,14.0,14,2859.7142857,1194.4,958.26,920.54,2021
1467416271,Fiorella,David,J,"M.D., PH.D.",I,Hsc T12 Rm 080,,Stony Brook,NY,36,11794,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,46,54.0,46,10000.0,1485.0740741,1191.51,854.00296296,2021
1467416271,Fiorella,David,J,"M.D., PH.D.",I,Hsc T12 Rm 080,,Stony Brook,NY,36,11794,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61626,"Occlusion of head or neck artery, accessed through the skin",N,F,16,23.0,16,6545.0,1001.2317391,803.31521739,599.77913043,2021
1497027387,Jones,Jesse,G,M.D.,I,619 19th St S,,Birmingham,AL,01,35249,99.0,Unknown,US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,18,25.0,20,4780.0,1035.8244,831.1132,810.0728,2021
1497046759,Moore,Nina,Z,M.D.,I,9500 Euclid Ave,Gme Na-23,Cleveland,OH,39,44195,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,13,14.0,13,5450.4285714,1083.2257143,866.58,821.90857143,2021
1497955595,Levitt,Michael,,MD,I,908 Jefferson St,5th Floor,Seattle,WA,53,98104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,29,35.0,29,3736.7691429,1084.4391429,868.74714286,808.76,2021
1508015207,Shaheen,Fawad,A,MD,I,335 31st St S,,St Petersburg,FL,12,33712,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,13,14.0,14,2475.0,1107.6464286,891.01928571,904.10214286,2021
1508061425,Ebersole,Koji,C,M.D.,I,3901 Rainbow Blvd # Ms 3021,,Kansas City,KS,20,66160,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,17,19.0,17,2853.6315789,1006.3084211,798.73578947,839.48842105,2021
1508849787,Reddy,Suryakumar,,MD,I,929 N Saint Francis St,,Wichita,KS,20,67214,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,21,23.0,22,3316.0,1034.3152174,829.36956522,889.45913043,2021
1518130384,Gross,Bradley,,MD,I,200 Lothrop St,Department Of Neurosurgery,Pittsburgh,PA,42,15213,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,11,13.0,11,3117.0,1057.6884615,847.98307692,778.91846154,2021
1518959097,Maidan,Lucian,,M.D.,I,3000 Q St,,Sacramento,CA,6,95816,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,17,19.0,18,12043.0,1128.7336842,905.25368421,896.31473684,2021
1528102670,Tatum,James,K,M.D.,I,3901 W 15th St,Suite 2a,Plano,TX,48,75075,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,13,17.0,16,8557.0,1066.89,856.40823529,866.39058824,2021
1528226792,Santarelli,Justin,,M.D.,I,100 Woods Rd,,Valhalla,NY,36,10595,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,12,14.0,14,5079.0,1598.56,1281.51,920.54,2021
1528228749,Sigounas,Dimitrios,,M.D.,I,2150 Pennsylvania Ave Nw,Suite 7-420,Washington,DC,11,20037,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,18,26.0,20,3989.0,1196.7884615,960.73769231,708.10769231,2021
1538509799,Al Kasab,Sami,,M.D.,I,200 Hawkins Dr Dept Of,,Iowa City,IA,19,52242,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,11,11.0,11,8795.4545455,1032.5372727,828.33,845.00363636,2021
1548553035,Liptrap,Elizabeth,,,I,1717 6th Ave S,,Birmingham,AL,01,35233,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,17,18.0,17,4780.0,1109.2177778,890.00111111,894.96888889,2021
1548587884,Gooch,Michael,R,M.D.,I,909 Walnut St Fl 2,,Philadelphia,PA,42,19107,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,11,16.0,15,4500.0,1221.82875,980.623125,891.7725,2021
1558472167,Wang,Dennis,O,MD,I,1304 Fawcett Ave,Suite 100,Tacoma,WA,53,98402,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,12,12.0,12,3929.0,1130.83,904.66,920.54,2021
1558504423,Aghaebrahim,Amin,N,M.D.,I,800 Prudential Dr,Suite 1100,Jacksonville,FL,12,32207,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,11,11.0,11,3711.0,1253.01,1005.59,920.54,2021
1568805927,Drofa,Alexander,,MD,I,700 1st Ave S,,Fargo,ND,38,58103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,20,22.0,20,3333.1818182,1005.6095455,806.39681818,857.77590909,2021
1578769188,Sahlein,Daniel,,M.D.,I,13345 Illinois St,,Carmel,IN,18,46032,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,19,22.0,19,6618.0,982.48272727,779.69454545,829.25,2021
1578822052,Murph,Daniel,C,M.D.,I,222 Asheland Ave,,Asheville,NC,37,28801,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,34,42.0,34,3678.0,1025.4128571,822.74619048,821.90857143,2021
1588808273,Bekelis,Kimon,,M.D.,I,1175 Montauk Hwy Ste 6,,West Islip,NY,36,11795.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,12,12.0,12,13250.0,1585.24,1268.19,1007.4525,2021
1588864805,Khan,Amir,S,MD,I,45 E River Park Pl W Ste 104,,Fresno,CA,06,93720.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,12,13.0,13,2704.0,1143.3861538,916.81076923,920.54,2021
1598872962,Malek,Adel,,MD,I,800 Washington St,Box 1013,Boston,MA,25,2111,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,27,30.0,29,6865.0,1217.003,973.59866667,909.835,2021
1598924854,Ducruet,Andrew,F,M.D.,I,2910 N 3rd Ave,,Phoenix,AZ,04,85013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,52,62.0,54,13000.0,1081.6270968,867.69693548,809.18419355,2021
1598980518,Nanda,Ashish,,MD,I,101 E Valencia Mesa Dr,,Fullerton,CA,06,92835,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,12,13.0,13,3358.0,1146.73,917.38,920.54,2021
1609001130,Zarzour,Hekmat,K,MD,I,445 Hurffville Crosskeys Rd,Suite B16,Sewell,NJ,34,8080,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61635,Insertion of stents in blood vessel of head,N,F,11,11.0,11,3450.0,1586.41,1273.24,1162.09,2021
1609079003,Fusco,Matthew,R,M.D.,I,3601 The Vanderbilt Clinic,,Nashville,TN,47,37232,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,19,25.0,19,4352.612,954.7648,759.9516,795.9044,2021
1609221662,Huynh,Thien,,"MD., MSC",I,4500 San Pablo Rd S,,Jacksonville,FL,12,32224,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,12,12.0,12,1237.08,1237.08,989.66,920.54,2021
1609833565,Mccollom,Vance,E,MD,I,3300 Nw Expressway Fl 2,,Oklahoma City,OK,40,73112,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,13,15.0,13,2252.0,1038.744,833.47533333,859.16933333,2021
1619171279,Franklin,Robbi,L,MD,I,330 22nd Ave N,,Nashville,TN,47,37203,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,15,15.0,15,3215.0,1040.6373333,832.508,920.54,2021
1619953890,Bellon,Richard,J,M.D.,I,499 E Hampden Ave,Suite 380,Englewood,CO,8,80113,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,14,14.0,14,4584.0,1149.38,920.33,920.54,2021
1619954450,Frei,Donald,,M.D.,I,499 E Hampden Ave Ste 380,,Englewood,CO,8,80113,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,20,21.0,21,4584.0,1149.38,920.33,854.78714286,2021
1629148010,Ortega Gutierrez,Santiago,,MD,I,200 Hawkins Dr,Department Of Neurology,Iowa City,IA,19,52242,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,14,15.0,15,8551.0,1004.9426667,810.604,935.882,2021
1629244850,Telischak,Nicholas,A,M.D.,I,300 Pasteur Dr,Department Of Radiology,Stanford,CA,06,94305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,14,20.0,15,9336.0,1096.9875,879.435,765.783,2021
1629286018,Tjoumakaris,Stavropoula,I,MD,I,"909 Walnut Street, 2rd Floor",Jefferson Neurosurgical Associates,Philadelphia,PA,42,19107,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,20,20.0,20,4500.0,1266.63,1016.58,902.328,2021
1629367073,Khangura,Rajkamal,S,M.D.,I,3161 L St,,Sacramento,CA,06,95816,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,18,19.0,18,3916.0,1117.3805263,893.90052632,896.31473684,2021
1629420963,Burkhardt,Jan-Karl,,M.D.,I,530 1st Ave,,New York,NY,36,10016,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,28,30.0,30,11654.0,1250.23,1000.18,920.54,2021
1639199367,Riina,Howard,A,M.D.,I,530 1st Ave,Ski 8r,New York,NY,36,10016,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,12,12.0,12,17147.0,1472.84,1180.35,882.18333333,2021
1669763918,Lang,Michael,J,M.D.,I,2910 N 3rd Ave,,Phoenix,AZ,4,85013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,15,17.0,15,3117.0,1002.2823529,801.82941176,811.89411765,2021
1679729875,Asif,Kaiz,S,M.D.,I,301 Madison St Ste 300,Pediatric Neurology,Joliet,IL,17,60435,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,11,11.0,11,3519.0,1295.3990909,1036.3154545,920.54,2021
1679773881,Satti,Sudhakar,R,MD,I,3401 N Broad St,,Philadelphia,PA,42,19140,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,13,14.0,14,2717.76,1184.9,950.8,920.54,2021
1689806465,Richard,Paul,S,MD,I,6101 Pine Ridge Rd Ste 101,,Naples,FL,12,34119,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,16,16.0,16,16008.0,1342.98875,1066.13875,910.5925,2021
1689818346,Dalyai,Richard,T,M.D.,I,2325 Stantonsburg Rd,,Greenville,NC,37,27834,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,11,11.0,11,3685.0909091,1135.95,911.95,920.54,2021
1689833105,Puri,Ajit,S,M.D.,I,55 Lake Ave N,,Worcester,MA,25,1655,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,22,26.0,25,4802.0384615,1155.0380769,924.03153846,902.83692308,2021
1689868119,Monteith,Stephen,J,MD,I,550 17th Ave,Floor 5,Seattle,WA,53,98122,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,22,23.0,22,2924.0,1175.5178261,943.33173913,880.51652174,2021
1699032961,Li,Yiping,,M.D.,I,105 W 8th Ave Ste 200,,Spokane,WA,53,99204,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,20,21.0,20,2985.0428571,1086.0571429,865.25571429,871.41095238,2021
1699717751,Given,Curtis,A,MD,I,1760 Nicholasville Rd,Suite 301,Lexington,KY,21,40503,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,12,12.0,12,2520.0,1118.8141667,895.64083333,916.4375,2021
1699927137,Knopman,Jared,,MD,I,525 E 68th St # 99,Starr Building 651,New York,NY,36,10065,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,52,64.0,53,2129.58,1344.7157812,1079.190625,824.0471875,2021
1720124084,Coon,Alexander,L,MD,I,1800 Orleans St,Zayed 6115e,Baltimore,MD,24,21287,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,40,50.0,47,3023.0,1078.851,861.3158,893.7916,2021
1720124084,Coon,Alexander,L,MD,I,1800 Orleans St,Zayed 6115e,Baltimore,MD,24,21287,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61650,"Infusion of chemical agent into the artery of brain with insertion of catheter and imaging, initial territory",N,F,16,20.0,20,1410.0,322.9775,258.382,261.3805,2021
1720366024,Ryan,Robert,W,M.D.,I,45 E River Park Pl W,Suite 104,Fresno,CA,6,93720,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,11,15.0,12,3044.0,1096.444,877.978,828.486,2021
1730146820,Benitez,Ronald,P,MD,I,310 Madison Ave,,Morristown,NJ,34,7960,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,14,14.0,14,1407.74,1252.7457143,1002.1992857,920.54,2021
1730414749,Park,Min,S,M.D.,I,1300 Jefferson Park Ave Fl 3,,Charlottesville,VA,51,22903,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,22,24.0,23,4680.0,1108.085,892.09333333,891.77291667,2021
1730478447,Snelling,Brian,M,M.D.,I,800 Meadows Rd,,Boca Raton,FL,12,33486,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,16,17.0,16,4957.24,1306.6835294,1047.8276471,893.46470588,2021
1740213214,Luh,George,,M.D.,I,6501 Coyle Ave,,Carmichael,CA,6,95608,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,13,15.0,15,12043.0,1158.9713333,908.29666667,900.41933333,2021
1740258110,Mueller-Kronast,Nils,H,M.D.,I,8756 Boynton Beach Blvd Ste 2300,,Boynton Beach,FL,12,33472,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,11,13.0,12,3023.0,1271.2369231,1016.9861538,885.13384615,2021
1740260223,Rivet,Dennis,J,M.D.,I,1250 E Marshall Street,Neurosurgery,Richmond,VA,51,23298,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61623,Balloon occlusion of head or neck artery,N,F,13,13.0,13,2322.0,490.34307692,392.27384615,403.74461538,2021
1740323138,Altschul,Dorothea,,M.D.,I,1200 E Ridgewood Ave,200,Ridgewood,NJ,34,7450,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,11,13.0,12,28630.0,1209.7307692,963.0,845.03692308,2021
1740360247,Jankowitz,Brian,T,MD,I,3400 Civic Center Boulevard,15th Floor South Pavilion,Philadelphia,PA,42,19104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,15,19.0,15,4658.1578947,1087.5226316,871.91421053,799.41631579,2021
1740363837,Reavey-Cantwell,John,F,MD,I,1250 E Marshall St,Neurosurgery,Richmond,VA,51,23298,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61623,Balloon occlusion of head or neck artery,N,F,13,13.0,13,2322.0,571.95,457.56,456.3,2021
1750566782,Belayev,Andrey,,M.D.,I,4502 Medical Dr,,San Antonio,TX,48,78229,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,16,20.0,16,3955.0,952.0,761.6,781.843,2021
1760428312,Rucker,Creed,M,MD,I,677 N Wilmot Rd,,Tucson,AZ,4,85711,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,16,18.0,18,6107.0,1135.82,909.09,920.54,2021
1760613988,Tawk,Rabih,,MD,I,4500 San Pablo Rd S,,Jacksonville,FL,12,32224,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,16,17.0,16,1237.08,1210.3041176,970.16117647,893.46470588,2021
1760737134,Manoochehri,Shahin,,M.D.,I,3401 N Broad St,,Philadelphia,PA,42,19140,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,General Surgery,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,13,16.0,13,6776.0,1003.79,805.0075,805.4725,2021
1770553992,Cloft,Harry,,M.D.,I,200 1st St Sw,,Rochester,MN,27,55905,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,"Occlusion of abnormal artery, accessed through the skin",N,F,23,28.0,23,982.64285714,975.385,782.63321429,838.34071429,2021
